title,label,summary
Like a bilingual baby: The advantage of visually grounding a bilingual language model,3,Unlike most neural language models humans learn language in a rich multi-sensory and often multi-lingual environment. Current language models typically fail to fully capture the complexities of multilingual language use. We train an LSTM language model on images and captions in English and Spanish from MS-COCO-ES. We find that the visual grounding improves the model's understanding of semantic similarity both within and across languages and improves perplexity. However we find no significant advantage of visual grounding for abstract words. Our results provide additional evidence of the advantages of visually grounded language models and point to the need for more naturalistic
seL4 Microkernel for virtualization use-cases: Potential directions towards a standard VMM,2,Virtualization plays an essential role in providing security to computational systems by isolating execution environments. Many software solutions called hypervisors have been proposed to provide virtualization capabilities. However only a few were designed for being deployed at the edge of the network in devices with fewer computation resources when compared with servers in the Cloud. Among the few lightweight software that can play the hypervisor role seL4 stands out by providing a small Trusted Computing Base and formally verified components enhancing its security. Despite today being more than a decade with seL4 microkernel technology its existing userland and tools are
T5 for Hate Speech Augmented Data and Ensemble,3,We conduct relatively extensive investigations of automatic hate speech (HS) detection using different state-of-the-art (SoTA) baselines over 11 subtasks of 6 different datasets. Our motivation is to determine which of the recent SoTA models is best for automatic hate speech detection and what advantage methods like data augmentation and ensemble may have on the best model if any. We carry out 6 cross-task investigations. We achieve new SoTA on two subtasks - macro F1 scores of 91.73% and 53.21% for subtasks A and B of the HASOC 2020 dataset where previous SoTA are 51.52% and 26.52% respectively. We achieve near-SoTA
Human-AI Coordination via Human-Regularized Search and Learning,0,We consider the problem of making AI agents that collaborate well with humans in partially observable fully cooperative environments given datasets of human behavior. Inspired by piKL a human-data-regularized search method that improves upon a behavioral cloning policy without diverging far away from it we develop a three-step algorithm that achieve strong performance in coordinating with real humans in the Hanabi benchmark. We first use a regularized search algorithm and behavioral cloning to produce a better human model that captures diverse skill levels. Then we integrate the policy regularization idea into reinforcement learning to train a human-like best response to
MTet: Multi-domain Translation for English and Vietnamese,3,We introduce MTet the largest publicly available parallel corpus for English-Vietnamese translation. MTet consists of 4.2M high-quality training sentence pairs and a multi-domain test set refined by the Vietnamese research community. Combining with previous works on English-Vietnamese translation we grow the existing parallel dataset to 6.2M sentence pairs. We also release the first pretrained model EnViT5 for English and Vietnamese languages. Combining both resources our model significantly outperforms previous state-of-the-art results by up to 2 points in translation BLEU score while being 1.6 times smaller.
Saga: A Platform for Continuous Construction and Serving of Knowledge At Scale,1,We introduce Saga a next-generation knowledge construction and serving platform for powering knowledge-based applications at industrial scale. Saga follows a hybrid batch-incremental design to continuously integrate billions of facts about real-world entities and construct a central knowledge graph that supports multiple production use cases with diverse requirements around data freshness accuracy and availability. In this paper we discuss the unique challenges associated with knowledge graph construction at industrial scale and review the main components of Saga and how they address these challenges. Finally we share lessons-learned from a wide array of production use cases powered by Saga.
Contrastive Training Improves Zero-Shot Classification of Semi-structured Documents,3,We investigate semi-structured document classification in a zero-shot setting. Classification of semi-structured documents is more challenging than that of standard unstructured documents as positional layout and style information play a vital role in interpreting such documents. The standard classification setting where categories are fixed during both training and testing falls short in dynamic environments where new document categories could potentially emerge. We focus exclusively on the zero-shot setting where inference is done on new unseen classes. To address this task we propose a matching-based approach that relies on a pairwise contrastive objective for both pretraining and fine-tuning. Our results show
Developing a Ranking Problem Library (RPLIB) from a data-oriented perspective,1,We present an improved library for the ranking problem called RPLIB. RPLIB includes the following data and features. (1) Real and artificial datasets of both pairwise data (i.e. information about the ranking of pairs of items) and feature data (i.e. a vector of features about each item to be ranked). These datasets range in size (e.g. from small $n=10$ item datasets to large datasets with hundred of items) application (e.g. from sports to economic data) and source (e.g. real versus artificially generated to have particular structures). (2) RPLIB contains code for the most common ranking algorithms such as the linear
Using Argumentation Schemes to Model Legal Reasoning,0,We present argumentation schemes to model reasoning with legal cases. We provide schemes for each of the three stages that take place after the facts are established: factor ascription issue resolution and outcome determination. The schemes are illustrated with examples from a specific legal domain US Trade Secrets law and the wider applicability of these schemes is discussed.
Automated Security Analysis of Exposure Notification Systems,2,We present the first formal analysis and comparison of the security of the two most widely deployed exposure notification systems ROBERT and the Google and Apple Exposure Notification (GAEN) framework. ROBERT is the most popular instalment of the centralised approach to exposure notification in which the risk score is computed by a central server. GAEN in contrast follows the decentralised approach where the user's phone calculates the risk. The relative merits of centralised and decentralised systems have proven to be a controversial question. The majority of the previous analyses have focused on the privacy implications of these systems ours is
Threat Repair with Optimization Modulo Theories,2,We propose a model-based procedure for automatically preventing security threats using formal models. We encode system models and potential threats as satisfiability modulo theory (SMT) formulas. This model allows us to ask security questions as satisfiability queries. We formulate threat prevention as an optimization problem over the same formulas. The outcome of our threat prevention procedure is a suggestion of model attribute repair that eliminates threats. Whenever threat prevention fails we automatically explain why the threat happens. We implement our approach using the state-of-the-art Z3 SMT solver and interface it with the threat analysis tool THREATGET. We demonstrate the value
Establishing Meta-Decision-Making for AI: An Ontology of Relevance Representation and Reasoning,0,We propose an ontology of building decision-making systems with the aim of establishing Meta-Decision-Making for Artificial Intelligence (AI) improving autonomy and creating a framework to build metrics and benchmarks upon. To this end we propose the three parts of Relevance Representation and Reasoning and discuss their value in ensuring safety and mitigating risk in the context of third wave cognitive systems. Our nomenclature reflects the literature on decision-making and our ontology allows researchers that adopt it to frame their work in relation to one or more of these parts.
Swift Markov Logic for Probabilistic Reasoning on Knowledge Graphs,0,We provide a framework for probabilistic reasoning in Vadalog-based Knowledge Graphs (KGs) satisfying the requirements of ontological reasoning: full recursion powerful existential quantification expression of inductive definitions. Vadalog is a Knowledge Representation and Reasoning (KRR) language based on Warded Datalog+/- a logical core language of existential rules with a good balance between computational complexity and expressive power. Handling uncertainty is essential for reasoning with KGs. Yet Vadalog and Warded Datalog+/- are not covered by the existing probabilistic logic programming and statistical relational learning approaches for several reasons including insufficient support for recursion with existential quantification and the impossibility to express
Ontology-Mediated Querying on Databases of Bounded Cliquewidth,1,We study the evaluation of ontology-mediated queries (OMQs) on databases of bounded cliquewidth from the viewpoint of parameterized complexity theory. As the ontology language we consider the description logics $\mathcal{ALC}$ and $\mathcal{ALCI}$ as well as the guarded two-variable fragment GF$_2$ of first-order logic. Queries are atomic queries (AQs) conjunctive queries (CQs) and unions of CQs. All studied OMQ problems are fixed-parameter linear (FPL) when the parameter is the size of the OMQ plus the cliquewidth. Our main contribution is a detailed analysis of the dependence of the running time on the parameter exhibiting several interesting effects.
Multilingual BERT has an accent: Evaluating English influences on fluency in multilingual models,3,While multilingual language models can improve NLP performance on low-resource languages by leveraging higher-resource languages they also reduce average performance on all languages (the 'curse of multilinguality'). Here we show another problem with multilingual models: grammatical structures in higher-resource languages bleed into lower-resource languages a phenomenon we call grammatical structure bias. We show this bias via a novel method for comparing the fluency of multilingual models to the fluency of monolingual Spanish and Greek models: testing their preference for two carefully-chosen variable grammatical structures (optional pronoun-drop in Spanish and optional Subject-Verb ordering in Greek). We find that multilingual BERT is
Toward a Generic Mapping Language for Transformations between RDF and Data Interchange Formats,1,While there exist approaches to integrate heterogeneous data using semantic models such semantic models can typically not be used by existing software tools. Many software tools - especially in engineering - only have options to import and export data in more established data interchange formats such as XML or JSON. Thus if an information which is included in a semantic model needs to be used in a such a software tool automatic approaches for mapping semantic information into an interchange format are needed. We aim to develop a generic mapping approach that allows users to create transformations of semantic information
Forecasting SQL Query Cost at Twitter,1,With the advent of the Big Data era it is usually computationally expensive to calculate the resource usages of a SQL query with traditional DBMS approaches. Can we estimate the cost of each query more efficiently without any computation in a SQL engine kernel? Can machine learning techniques help to estimate SQL query resource utilization? The answers are yes. We propose a SQL query cost predictor service which employs machine learning techniques to train models from historical query request logs and rapidly forecasts the CPU and memory resource usages of online queries without any computation in a SQL engine. At
Big data analysis and distributed deep learning for next-generation intrusion detection system optimization,2,With the growing use of information technology in all life domains hacking has become more negatively effective than ever before. Also with developing technologies attacks numbers are growing exponentially every few months and become more sophisticated so that traditional IDS becomes inefficient detecting them. This paper proposes a solution to detect not only new threats with higher detection rate and lower false positive than already used IDS but also it could detect collective and contextual security attacks. We achieve those results by using Networking Chatbot a deep recurrent neural network: Long Short Term Memory (LSTM) on top of Apache Spark
Word Sense Induction with Hierarchical Clustering and Mutual Information Maximization,3,Word sense induction (WSI) is a difficult problem in natural language processing that involves the unsupervised automatic detection of a word's senses (i.e. meanings). Recent work achieves significant results on the WSI task by pre-training a language model that can exclusively disambiguate word senses whereas others employ previously pre-trained language models in conjunction with additional strategies to induce senses. In this paper we propose a novel unsupervised method based on hierarchical clustering and invariant information clustering (IIC). The IIC is used to train a small model to optimize the mutual information between two vector representations of a target word occurring
